numero,acao,veredito,data,labels,titulo,evidencia
407,reescrever,parcial,2026-07-10,priority:p3,[deploy/infra] Consolidar os 6 workers em 2-3 tasks ECS por afinidade (reduzir pools contra o RDS),"Código entregue (6→4 grupos, compose.yaml:451-544); falta o rollout no host QA (deploy/qa/README.md:54)."
406,reescrever,parcial,2026-07-10,priority:p2,[financial] Incluir eventos de CONCILIACAO na trilha do documento (GET /documents/:id/timeline),"A reclassificação entra na trilha, mas como DocumentSaved; conciliação e undo em si não entram."
371,manter,válido,2026-07-09,"priority:p2,camada:core",[financial] Lancamento manual — classificacao Tarifa/Multa/Juros (feePenaltyKind),"Zero ocorrências de feePenaltyKind em src/ — só a categoria de seed ""Tarifas bancárias""."
362,manter,válido,2026-07-07,"agent-found,needs-triage,seguranca,priority:p3,needs-decision,camada:core",[financial] Alinhar minimizacao LGPD de supplierDocument entre os batch endpoints do epico #350,schemas.ts:1279 e :1310 expõem supplierDocument cru nos dois batch endpoints.
360,manter,válido,2026-07-07,"agent-found,needs-triage,debito-tecnico,priority:p3",[ci] runner de integracao nao descobre jobs sozinho — 1 de 2 tests/jobs/** segue orfao,test-integration.ts:55-110 é lista fixa; o backfill do financial segue órfão.
353,mover,outro repo,2026-07-07,"deferred,priority:p3,pos-go-live,camada:bff",[bff] Pagina de leitura compartilhada do plano/consolidado (share externo),A página de share vive no BFF. Zero rastro no core-api.
352,mover,outro repo,2026-07-07,"priority:p1,camada:bff",[bff] Compor Dashboard no BFF (montar DashboardStatisticsDto),DashboardStatisticsDto não existe em src/; a composição foi empurrada para o BFF.
349,mover,outro repo,2026-07-07,"priority:p1,camada:bff",[infra/bff] Camada BFF (server-side TanStack Start) como caminho unico do web-app,ADR-0049 Accepted: o BFF (TanStack Start) não mora no core-api. Nenhum artefato correspondente aqui.
342,manter,válido,2026-07-03,priority:p2,[financial/reconciliation] Read-model do extrato por periodo nao projeta o fitid da linha,"statementViewLineSchema .strict() sem fitid, embora o campo exista no domínio."
335,feito,fechada 02/09,2026-07-02,"agent-found,needs-triage,debito-tecnico,priority:p3",[notifications] corrigir 3.6 do secrets-catalog — PARTNERS_INVITE_FROM documentado como alias lido,secrets-catalog.md:139 já registra que PARTNERS_INVITE_FROM não é lido (c61b83a8).
334,manter,válido,2026-07-02,"agent-found,needs-triage,debito-tecnico,priority:p3",[notifications] tipo FromHeader proprio — brand EmailAddress carrega header From com display name,email-config.ts:88-129 carrega o From com display name dentro do brand EmailAddress.
333,manter,válido,2026-07-02,"agent-found,needs-triage,debito-tecnico,priority:p2",[partners] renomear identificadores PT autocadastro para EN (self-registration),Rota /collaborators/autocadastro e autocadastroUrl seguem em PT.
329,manter,válido,2026-07-02,"agent-found,needs-triage,seguranca,priority:p3",[shared/http] redigir codigo interno em respostas 5xx do sendWriteError + teto de page na paginacao,"programs/plugin.ts:81-86 envia o código interno no envelope, inclusive em 503; page sem teto."
327,reescrever,parcial,2026-07-02,priority:p2,[financial] Expor approver efetivo (effectiveApprover) no detalhe do documento apos submit com cascata,A cascata existe (submit-draft.ts:73-84) mas o DTO só tem approverRef — falta expor effectiveApprover.
324,manter,válido,2026-07-02,priority:p2,[financial] Conciliacao Buscar varios: filtrar titulos pagos por PERIODO + expor issueDate,"A query é só status: Paid, sem período, e o item não tem issueDate."
320,manter,válido,2026-07-01,"deferred,priority:p3,type:feature,pos-go-live,camada:core",[budget-plans] Fatia 6 US6 — Compartilhamento externo seguro (pos-entrega),Nenhuma rota/token/entidade de compartilhamento externo em budget-plans.
309,manter,válido,2026-07-01,"debito-tecnico,priority:p3,type:task",[financial] observabilidade: PayableViewStore.updateStatus logar affectedRows===0,payable-view-store.drizzle.ts:112-123 retorna ok sem ler affectedRows.
305,manter,válido,2026-07-01,priority:p3,feat(notifications/contracts): e-mail de alerta de vigencia contratual (4o template + gatilho novo),email-event-delivery.ts:254-283 tem 3 templates; nenhum gatilho de vigência contratual.
291,reescrever,parcial,2026-06-30,"gap-contrato,priority:p3,type:feature,pos-go-live,camada:core",Financeiro Lancar Documento — CBS/IBS (reforma tributaria) no motor tributario,"registered-tax.ts:6 já inclui CBS/IBS como ""leitura apenas""; falta o cálculo no motor."
290,manter,válido,2026-06-30,"gap-contrato,priority:p3,type:task,pos-go-live,camada:bff",Financeiro Lancar Documento — divergencia de aliquota (ISS/SEFIN) na validacao do documento,Zero ocorrências de ISS/SEFIN/alíquota em src/.
271,manter,válido,2026-06-26,priority:p2,[financial] Conciliacao: serializar treatment (e costCenter/note) da diferenca no lookup,"O lookup traz differenceCents/category/taxonomy, mas não treatment, costCenterRef nem note."
268,feito,fechada 02/09,2026-06-25,priority:p2,[financial] expor dados do ManualEntry no lookup da conciliacao (detalhe da nova transacao),schemas.ts:1126-1137 (bloco marcado #268) devolve taxonomy com os 5 refs + category (4ec8445e).
265,reescrever,parcial,2026-06-24,priority:p2,Expor paidAt (data de pagamento) na rota GET /financial/payables?status=Paid,paidAt foi para o grid por título (#231); a rota citada (GET /payables?status=Paid) segue sem ele.
179,manter,válido,2026-06-19,"gap-contrato,deferred,priority:p2,type:feature,pos-go-live,camada:core",[reports] slices de recebiveis adiados — dependem de modulo receivables inexistente,Receivables é sempre []; o módulo receivables continua inexistente.
170,epico,com carga,2026-06-19,"priority:p2,type:epic,nao-planejado,camada:core","[EPIC] Notifications deliverability (o envio ja funciona; falta bounce, DNS e observabilidade)","DNS/SES entregue, mas #131 e #132 não têm uma linha de código."
169,reescrever,parcial,2026-06-19,"priority:p2,type:epic,pos-go-live,camada:core","[EPIC] Front v2 paridade com o legado (modulos novos: Dashboard, Budget Plans, Reports)",Reports (#114) e Budget Plans (#113) portados. O épico agora cobre só o que falta do Dashboard.
145,reescrever,parcial,2026-06-18,"priority:p1,type:task,pos-go-live,camada:core",FIN-RECON-IMPORT-PDF-OCR — importar extrato em PDF via OCR (complementa OFX/CSV),pdf-parser.ts importa PDF por gabarito sobre texto nativo; não há OCR para extrato digitalizado.
135,feito,fechada 02/09,2026-06-18,"deferred,priority:p3,type:task,sp:3,BlockedBy,camada:core",[notifications/infra] provisionar envio de e-mail em deploy — SES/SMTP + SPF/DKIM/DMARC + DB + migration + CI,Runbook 08: prod envia por Amazon SES desde 02/07; CI fechado em fe338c47.
132,manter,válido,2026-06-18,"deferred,priority:p3,type:feature,sp:3,pos-go-live,BlockedBy,camada:core",[notifications] bounce handling de e-mail via webhook do provider,Nenhum handler de bounce/webhook em src/; o runbook 08 §2 registra o SNS como por fazer.
131,manter,válido,2026-06-18,"priority:p3,type:feature,sp:2,BlockedBy,camada:core",[notifications] observabilidade do outbox de e-mail — status consultavel + metricas,Sem rota de status do outbox e sem métrica; o worker só escreve log.
130,manter,válido,2026-06-18,"agent-found,debito-tecnico,priority:p3,type:task,pos-go-live,camada:core",[financial] fin_document_timeline desvia do ADR-0022 (sincrona na tx vs projecao),buildTimelineEntries é chamado nos 8 use cases e persistido na mesma tx do save — segue síncrono.
129,feito,fechada 02/09,2026-06-18,"agent-found,debito-tecnico,priority:p3,type:task,pos-go-live,camada:core",[partners] reconciler/backfill p/ par_contract_count_view (contador incremental drifta),contract-count-backfill/backfill.ts:4 reconcilia drift via setCount absoluto — cita a #129.
117,feito,fechada 02/09,2026-06-18,"deferred,priority:p3,type:feature,sp:3,BlockedBy,camada:core",[notifications] Envio de e-mail transacional via Umbler (SMTP) — EmailPort + outbox + DKIM/DMARC,"nodemailer.ts + worker email-dispatch + outbox por evento (ADR-0047, dc5a7c2f/1acab1da)."
114,feito,fechada 02/09,2026-06-17,"gap-contrato,priority:p1,type:feature,pos-go-live,camada:core",[reports] expor modulo Relatorios (9 slices) — portar do legado; front bloqueado sem mock,reports/plugin.ts expõe 11 rotas /reports/* — o módulo foi portado.
113,feito,fechada 02/09,2026-06-17,"gap-contrato,priority:p2,type:feature,pos-go-live,camada:core",[budget-plans] expor Plano Orcamentario (Planejamento + Consolidado ABC) — portar do legado,"Módulo budget-plans completo: plano, árvore, orçamentos, 4 modelos, consolidated-result + CSV."
112,reescrever,parcial,2026-06-17,"gap-contrato,priority:p1,type:feature,pos-go-live,camada:core","[statistics] Dashboard — fecham os 2 KPIs que faltam (receita, top financiador) + decidir quem agrega o DTO",Widgets e Realizado×Previsto no ar; faltam receita e top financiador — e quem agrega foi para o BFF.
95,feito,fechada 02/09,2026-06-16,"gap-contrato,priority:p2,type:epic,camada:bff",[EPIC] FIN-DETAIL — drawer de Detalhe completo (GET /api/v2/financial/documents/:id),"GET /financial/documents/:id devolve série, taxonomia, payeeBank e versão (schemas.ts:292-340, PR #254)."
64,epico,cumprido,2026-06-16,"type:epic,nao-planejado,camada:core",[EPIC] Financeiro — contas a pagar (documentos -> titulos -> liquidacao),Cadeia inteira no ar: POST /documents → submit/approve → payables → pagamento/remessa. O que sobra são as fatias 4/6/7/8.
63,feito,fechada 02/09,2026-06-16,"priority:p3,roadmap,type:feature,pos-go-live,camada:core",[financial] Fatia 8 — integracao cross-modulo (Contratos + Orcamento),contractRef/budgetPlanRef no domínio + taxonomia 5 níveis (#502) + realized-by-plan-reader.
62,feito,fechada 02/09,2026-06-16,"priority:p3,roadmap,type:feature,pos-go-live,camada:core",[financial] Fatia 7 — ingestao via OCR + enriquecimento,document-reader/cascade.ts + native-pdf.ts + autofill por CNPJ + rota /documents/with-source-file (48a5ac82).
61,reescrever,parcial,2026-06-16,"priority:p3,roadmap,type:feature,pos-go-live,camada:core",[financial] Fatia 6 — desfazimento de pagamento e conciliacao,undo-reconciliation e undo-approval entregues; desfazimento de PAGAMENTO não existe.
59,reescrever,parcial,2026-06-16,"deferred,priority:p1,roadmap,type:feature,pos-go-live,camada:core",[financial] Fatia 4 — extrato D+1 + confirmacao de pagamento,Import OFX/CSV/PDF + baixa manual entregues; a confirmação D+1 não fecha (scan-van-returns só tria).
53,manter,válido,2026-06-16,"agent-found,debito-tecnico,seguranca,priority:p3,type:task,pos-go-live,camada:core",[financial] isolar leituras por organizacao (multi-tenant) em fin_documents,Nenhuma ocorrência de organizationId/tenant em src/; fin_documents não tem coluna de organização.
